11-1011,Chief Executives,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers."
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment. Excludes “Avionics Technicians” (49-2091) and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096)."
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas. Excludes “Avionics Technicians” (49-2091), “Electrical and Electronics Installers and Repairers, Transportation Equipment” (49-2093), and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096)."
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays."
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles."
49-2097,Audiovisual Equipment Installers and Repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance. Excludes “Audio and Video Technicians” (27-4011)."
49-2098,Security and Fire Alarm Systems Installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes. Excludes “Electricians” (47-2111) who do a broad range of electrical wiring."
49-3011,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Excludes “Avionics Technicians” (49-2091)."
49-3021,Automotive Body and Related Repairers,"Repair and refinish automotive vehicle bodies and straighten vehicle frames. Excludes “Automotive Glass Installers and Repairers” (49-3022) and “Coating, Painting, and Spraying Machine Setters, Operators, and Tenders” (51-9124)."
49-3022,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.
49-3023,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles. Excludes “Automotive Body and Related Repairers” (49-3021), “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031), and “Electronic Equipment Installers and Repairers, Motor Vehicles” (49-2096)."
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines."
49-3041,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031)."
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031) and “Rail Car Repairers” (49-3043)."
49-3043,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031)."
49-3051,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines. Excludes “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031).
49-3052,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles."
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment."
49-3091,Bicycle Repairers,Repair and service bicycles.
49-3092,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions. Excludes “Automotive Service Technicians and Mechanics” (49-3023) and “Bus and Truck Mechanics and Diesel Engine Specialists” (49-3031) who also work on recreation vehicles."
49-3093,Tire Repairers and Changers,Repair and replace tires.
49-9011,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics."
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors."
